機構名稱,機構代碼,地址全址,特約服務項目,機構電話,電子郵件,機構負責人姓名,特約起日,特約迄日,最後異動時間
雲林縣如願慈善關懷協會(土庫下庄據點),BF1100051,雲林縣土庫鎮溪邊里下庄18-1號,喘息服務,0921-303619,yunlincca2@gmail.com,沈佩勳,20210519,20211231,20210525 10:20:44
國立成功大學醫學院附設醫院斗六分院附設雲林縣元氣長青居家式服務類長期照顧服務機構,1D1100001,雲林縣斗六市公正里莊敬路345號,居家服務,05-5332121*5219,Muajii40@gmail.com,吳晉祥,20190101,20251231,20221221 15:23:13
國立成功大學醫學院附設醫院斗六分院附設元氣長青社區式服務類長期照顧服務機構,2D1100001,雲林縣斗六市莊敬路345號,日間照顧服務,05-5332121*5214,apple200261@gmail.com,吳晉祥,20230101,20251231,20221229 09:11:06
社團法人雲林縣復健青年協進會附設雲林縣私立心圓寶社區式服務類長期照顧服務機構,2R1100003,雲林縣北港鎮新街里穎寧街72號,日間照顧服務,05-7825113,yunfull.pakang@gmail.com,林淑英,20230101,20251231,20221229 09:07:00
社團法人雲林縣老人長期照護協會附設雲林縣私立斗六小太陽綜合式服務類長期照顧服務機構,4R1100001,雲林縣斗六市保庄里建興路146-2號,日間照顧服務,05-5372198,care.old@msa.hinet.net,李政霖,20230101,20251231,20221229 09:03:11
社團法人雲林縣老人長期照護協會附設雲林縣私立斗六小太陽綜合式服務類長期照顧服務機構,4R1100001,雲林縣斗六市保庄里建興路146-2號,喘息服務,05-5372198,care.old@msa.hinet.net,李政霖,20240101,20251231,20240110 13:32:49
國立臺灣大學醫學院附設醫院雲林分院附設護理之家,A31100005,雲林縣斗六市雲林路二段五七九號,喘息服務,05-5323911#567702,Y03309@ms1.ylh.gov.tw,許雅卿,20240101,20251231,20240110 13:39:10
臺東縣紅十字會附設居家式服務類長期照顧服務機構,1N1900001,臺東縣臺東市東海里正氣北路109巷122號,居家服務,089-355112,chening5758@gmail.com,尤憲明,20250101,20251231,20241227 18:09:31
財團法人一粒麥子社會福利慈善事業基金會附設台東縣私立有福居家式服務類長期照顧服務機構,1S1900001,臺東縣臺東市新生里寧波街195號,到宅沐浴車服務,089-960203#6824,a05016@tch.org.tw,呂信雄,20250101,20251231,20241227 15:41:01
佛教慈濟醫療財團法人附設台東縣私立關山慈濟居家式服務類長期照顧服務機構,1U1900002,臺東縣關山鎮豐泉里和平路125之5號,喘息服務,089-814880,m12220114@tzuchi.com.tw,釋證嚴,20210101,20241231,20201229 16:46:00
衛生福利部臺東醫院附設居家護理所,B11900004,臺東縣臺東市五權街1號,專業照護服務,089-324112#1131,psywh@tait.mohw.gov.tw,王麗蕙,20250101,20251231,20241227 17:55:07
社團法人臺東縣藥師公會,B21900016,臺東縣臺東市開封街370號2F之1,專業照護服務,089-337679,402210044@student.tajen.edu.tw,廖秀玲,20190315,20201231,20190625 16:50:37
天主教靈醫會醫療財團法人附設惠民居家護理所,B12000001,澎湖縣馬公市光復里樹德路14號,居家失能個案家庭醫師照護服務,06-9272318,honsume@gmail.com,洪淑美,20241230,20261231,20250102 11:30:50
天主教靈醫會醫療財團法人惠民醫院,B22000001,澎湖縣馬公市光復里樹德路14號,交通接送服務(DA01),06-9272318,b8807020@yahoo.com.tw,黃浩然,20250101,20271231,20250124 08:58:48
財團法人新竹縣天主教世光教養院附設新竹縣私立北埔社區式服務類長期照顧服務機構,2S0600004,新竹縣北埔鄉北埔村北埔村中正路30號,日間照顧服務,03-5805586,h874039@yahoo.com.tw,李克勉,20210101,20221231,20210205 15:24:03
新竹縣私立勝光長期照顧中心(養護型),A10600004,新竹縣湖口鄉湖鏡村八德路二段10號,喘息服務,03-5692978,shengguang98@gmail.com,田清玲,20230101,20241231,20221229 10:57:35
愛迪樂居家職能治療所,B50100011,臺北市南港區福德街373巷5號15樓,專業照護服務,,adlers0615@gmail.com,鍾孟修,20250101,20271231,20241225 11:00:31
愛迪樂居家職能治療所,B50100011,臺北市南港區福德街373巷5號15樓,專業照護服務,,adlers0615@gmail.com,鍾孟修,20180301,20241231,20221230 18:51:22
台東縣私立富豐社區式服務類長期照顧服務機構,2X1900007,臺東縣臺東市富豐里吉林路一段249巷47號,家庭托顧服務,0919-639536,n00018@st-mary.org.tw,張秀妃,20250101,20251231,20241227 19:04:41
台東縣私立富豐社區式服務類長期照顧服務機構,2X1900007,臺東縣臺東市富豐里吉林路一段249巷47號,家庭托顧服務,0919-639536,n00018@st-mary.org.tw,張秀妃,20220101,20241231,20220114 21:05:25
台東縣私立富豐社區式服務類長期照顧服務機構,2X1900007,臺東縣臺東市富豐里吉林路一段249巷47號,家庭托顧服務,0919-639536,n00018@st-mary.org.tw,張秀妃,20220101,20241231,20220114 21:05:42
社團法人臺中市秀老郎公益服務協會,BE0800002,臺中市東區十甲里自由路四段314號3樓,交通接送服務(DA01),0925-536535,showold999@gmail.com,蔡文傑,20250101,20271231,20241210 09:36:37
社團法人臺中市秀老郎公益服務協會,BE0800002,臺中市東區十甲里自由路四段314號3樓,社區式交通接送服務(BD03),0925-536535,showold999@gmail.com,蔡文傑,20250101,20271231,20241210 09:36:37
衛生福利部桃園醫院,B20400008,桃園市桃園區中山路1492號,專業照護服務,03-3699721,tyghltca@gmail.com,楊南屏,20210228,20231231,20230302 10:38:11
怡仁綜合醫院附設居家護理所,B10400018,桃園市楊梅區楊新北路321巷30號,專業照護服務,03-4855566,n9343@yeezen.com.tw,羅玉如,20210101,20230228,20230117 10:03:59
聯新國際醫院桃新分院附設居家護理所,B10400029,桃園市桃園區南海街7號4樓,專業照護服務(CC01),03-3325678,hsuhf@landseed.com.tw,許香芬,20210316,20231231,20230802 17:19:14
中壢長榮醫院附設居家護理所,B10400033,桃園市中壢區環中東路106巷1弄31號,專業照護服務,03-4631230,betty680916@gmail.com,徐子喬,20210224,20230228,20230110 13:27:48
中華民國紅十字會桃園市分會,BF0400005,桃園市桃園區中興里中福街66號,喘息服務,03-3327609,tyred3393531@gmail.com,劉志清,20180606,20201231,20190628 17:05:26
桃園市私立雲鵬老人長期照顧中心(養護型),A10400018,桃園市楊梅區中山北路一段319號,喘息服務,03-4881300,yunpp.ltcc@gmail.com,李鈺堂,20180101,20240105,20231229 18:11:16
桃園市私立旭登居家式服務類長期照顧服務機構,1X0400001,桃園市八德區大強里樹仁三街601號3樓,到宅沐浴車服務,03-2181190,rr0329@yahoo.com.tw,李昆璋,20250101,20281231,20250204 14:22:57
桃園市私立旭登居家式服務類長期照顧服務機構,1X0400001,桃園市八德區大強里樹仁三街601號3樓,到宅沐浴車服務,03-2181190,rr0329@yahoo.com.tw,李昆璋,20250101,20281231,20250204 14:23:30
宜蘭縣私立祥愛老人長期照顧中心(養護型),A11700019,宜蘭縣宜蘭市津梅路73號,喘息服務,03-9280860,b0918763288@gmail.com,陶怡佃,20250101,20251231,20250118 23:49:27
財團法人台中市私立甘霖社會福利慈善事業基金會附設臺中市私立柳川家園社區式服務類長期照顧服務機構,2S0800010,臺中市中區柳川里002鄰柳川東路三段5號2樓之1,日間照顧服務,04-22207818,glsfdaycare@gmail.com,謝信男,20250101,20271231,20241126 09:19:10
財團法人台中市私立甘霖社會福利慈善事業基金會附設臺中市私立樂多家園社區式服務類長期照顧服務機構,2S0800014,臺中市西區三民里015鄰公館路138號2樓,喘息服務,04-23710073,glsf21448245@gmail.com,謝信男,20220101,20241231,20230620 13:14:16
財團法人台灣省私立毓得社會福利基金會私立霧峰區社區長照機構,2S0800018,臺中市霧峰區甲寅里錦州路220號1樓,喘息服務,04-23393732,ec.yude@gmail.com,蕭陳淑貞,20250101,20271231,20250106 13:23:28
財團法人台灣省私立毓得社會福利基金會附設臺中市私立南區社區式服務類長期照顧服務機構,2S0800020,臺中市南區崇倫里018鄰建國南路一段265號,日間照顧服務,04-22600729,yongling@long-termcare.com.tw,蕭陳淑貞,20250101,20271231,20250121 09:14:03
社團法人台灣福氣社區關懷協會附設臺中市私立福氣綜合式服務類長期照顧服務機構,4R0800001,臺中市梧棲區頂寮里025鄰四維路85巷27號1樓,小規模多機能服務,04-26571300,fortune0619@gmail.com,孫德利,20250101,20271231,20241225 13:16:02
臺中市私立豐盛老人長期照顧中心,A10800013,臺中市豐原區圓環東路241號,喘息服務,04-25122371,fslc241@gmail.com,林?,20250101,20271231,20250113 16:51:46
臺中市私立豐盛老人長期照顧中心,A10800013,臺中市豐原區圓環東路241號,喘息服務,04-25122371,fslc241@gmail.com,林?,20220101,20241231,20230710 14:10:15
臺中市私立清心老人養護中心,A10800019,臺中市大里區大元里內元路158號,喘息服務,04-24864567,cs.k4567@msa.hinet.net,柯文華,20220101,20241231,20230711 18:34:34
感恩護理之家,A30800011,臺中市新社區新社里1鄰興安路31巷41-1、41-2號,喘息服務,04-25820736,eop545@yahoo.com.tw,詹怡妮,20250101,20271231,20250211 09:03:38
桃園市觀音區衛生所,B20400020,桃園市觀音區觀新路58號,專業照護服務,03-4732031,10042980@mail.tycg.gov.tw,吳雪玲,20180101,20211231,20201230 13:30:01
愛迪樂居家職能治療所,B50100011,臺北市南港區福德街373巷5號15樓,專業照護服務,,adlers0615@gmail.com,鍾孟修,20220101,20241231,20220321 15:33:34
福安居家物理治療所,B40400002,桃園市八德區樹仁三街601號1樓,專業照護服務,0965-667316,tommy830316@gmail.com,朱曉英,20240102,20251231,20240108 16:56:48
育仁醫院附設護理之家,A31100012,雲林縣西螺鎮福興里延平路162號4、6、7、8、9樓,喘息服務,05-5864574      05-5872010,hlmh0101@gmail.com,廖美惠,20240919,20261231,20240923 15:34:41
雲林縣私立伊甸園老人長期照顧中心(養護型),A11100024,雲林縣虎尾鎮下溪里大庄76-16號,喘息服務,05-6326767,edultc7616@gmail.com,林珠,20240919,20261231,20240923 11:04:32
鄭骨科耳鼻喉科診所,B20200013,新北市新莊區中港路263號,居家失能個案家庭醫師照護服務,02-29929191,wendylinsh@gmail.com,鄭世基,20220101,20241231,20220323 10:51:30
新北市私立愛迪樂居家長照機構,1X0200017,新北市林口區文化一路一段190巷6-2號,居家服務,02-25216043,a0986391797@gmail.com,莊政修,20250101,20271231,20241225 10:17:39
大心居家職能治療所,B50600004,新竹縣竹北市十興里勝利六街196號,專業照護服務(CC01),03-5501134,ljes050314@gmail.com,毛綱?,20220101,20231231,20230802 17:19:14
國軍高雄總醫院附設民眾診療服務處,B21500044,高雄市苓雅區建軍路5號,專業照護服務(CC01),(07)7498951#726255,saning168@gmail.com,王志強,20190121,20231231,20230802 17:19:14
阮綜合醫療社團法人阮綜合醫院,B21500045,高雄市苓雅區成功一路162號,專業照護服務(CC01),(07)335-1121#2417  ,taiwanslp@gmail.com,阮仲洲,20190201,20231231,20230802 17:19:14
財團法人台灣省私立桃園仁愛之家,BD0400017,桃園市楊梅區高榮里梅獅路539巷3號,居家服務,03-4643385,aepexpingo@gmail.com,李建榮,20190101,20261231,20250101 14:14:47
高雄市私立達欣居家長照機構,1X1500017,高雄市前鎮區一心二路119號9樓之3,居家服務,(07)338-5885 ,winne040199@gmail.com,許瓊文,20230101,20240630,20231219 10:04:08
高雄市私立欣緣老人長期照顧中心（養護型）,A11500144,高雄市鳥松區神農路150巷81號,喘息服務,(07)731-3030,cin_yuan@yahoo.com.tw,葉禕廷,20240701,20261231,20240624 01:26:30
新竹縣私立康福長期照顧中心(養護型),A10600006,新竹縣新豐鄉後湖村十一股12-1號,喘息服務,03-5688925,kang.fu@msa.hinet.net,彭柏硯,20201225,20221231,20201228 15:58:22
財團法人台中市私立甘霖社會福利慈善事業基金會附設臺中市私立樂多家園社區式服務類長期照顧服務機構,2S0800014,臺中市西區三民里015鄰公館路138號2樓,日間照顧服務,04-23710073,glsf21448245@gmail.com,謝信男,20220101,20241231,20230620 13:14:16
財團法人台中市私立甘霖社會福利慈善事業基金會附設臺中市私立樂多家園社區式服務類長期照顧服務機構,2S0800014,臺中市西區三民里015鄰公館路138號2樓,日間照顧服務,04-23710073,glsf21448245@gmail.com,謝信男,20250101,20271231,20241216 17:49:25
財團法人台灣省私立毓得社會福利基金會私立霧峰區社區長照機構,2S0800018,臺中市霧峰區甲寅里錦州路220號1樓,日間照顧服務,04-23393732,ec.yude@gmail.com,蕭陳淑貞,20250101,20271231,20250106 13:22:49
財團法人台灣省私立毓得社會福利基金會私立霧峰區社區長照機構,2S0800018,臺中市霧峰區甲寅里錦州路220號1樓,喘息服務,04-23393732,ec.yude@gmail.com,蕭陳淑貞,20220101,20241231,20241127 10:10:31
社團法人台灣福氣社區關懷協會附設臺中市私立福氣綜合式服務類長期照顧服務機構,4R0800001,臺中市梧棲區頂寮里025鄰四維路85巷27號1樓,專業照護服務,04-26571300,fortune0619@gmail.com,孫德利,20220101,20241231,20230629 10:31:44
毓祥護理之家,A30800005,臺中市東區東門里26鄰六順路7號,喘息服務,04-22805539,forver1718@gmail.com,呂慧玲,20220101,20241231,20230720 09:53:36
毓祥護理之家,A30800005,臺中市東區東門里26鄰六順路7號,喘息服務,04-22805539,forver1718@gmail.com,呂慧玲,20250101,20271231,20241203 08:52:05
漢忠醫院,B20800001,臺中市豐原區豐榮里中正路218號,專業照護服務(CC01),04-222209#509,Health.a2002@msa.hinet.net,劉力仁,20220101,20241231,20240104 09:53:14
漢忠醫院,B20800001,臺中市豐原區豐榮里中正路218號,專業照護服務,04-222209#509,Health.a2002@msa.hinet.net,劉力仁,20250101,20271231,20250121 18:56:02
愛迪樂居家職能治療所,B50100011,臺北市南港區福德街373巷5號15樓,專業照護服務(CC01),,adlers0615@gmail.com,鍾孟修,20250101,20271231,20241225 11:01:03
愛迪樂居家職能治療所,B50100011,臺北市南港區福德街373巷5號15樓,專業照護服務(CC01),,adlers0615@gmail.com,鍾孟修,20240102,20251231,20240306 15:26:11
天主教靈醫會醫療財團法人惠民醫院,B22000001,澎湖縣馬公市光復里樹德路14號,專業照護服務,06-9272318,b8807020@yahoo.com.tw,黃浩然,20240709,20241231,20241205 14:43:59
愛迪樂居家職能治療所,B50100011,臺北市南港區福德街373巷5號15樓,專業照護服務(CC01),,adlers0615@gmail.com,鍾孟修,20230303,20241231,20230802 17:19:14
愛迪樂居家職能治療所,B50100011,臺北市南港區福德街373巷5號15樓,專業照護服務,,adlers0615@gmail.com,鍾孟修,20250101,20261231,20241030 09:29:16
愛迪樂居家職能治療所,B50100011,臺北市南港區福德街373巷5號15樓,專業照護服務,,adlers0615@gmail.com,鍾孟修,20240102,20251231,20240108 16:54:54
高揚威家醫科診所,B20400026,桃園市復興區忠孝路32號,居家失能個案家庭醫師照護服務,03-3821335,alicewang19891030@gmail.com,高揚威,20240101,20251231,20240510 10:53:31
福安居家物理治療所,B40400002,桃園市八德區樹仁三街601號1樓,專業照護服務(CC01),0965-667316,tommy830316@gmail.com,朱曉英,20240102,20251231,20240306 15:56:42
仁義護理之家,A30400003,桃園市龜山區新興里自強南路289號,喘息服務,03-3191688,jynh2008@yahoo.com.tw,呂紹揚,20231220,20251231,20231229 00:23:53
大園敏盛醫院附設護理之家,A30400009,桃園市大園區田心里華中街2號3、5樓,喘息服務,03-3868659,dya0975082316@gmail.com,陳淑燕,20210101,20240105,20231229 17:44:04
桃園市私立慈庭老人長期照顧中心(長期照護型),A10400014,桃園市桃園區西門里新生路165號6樓之2,喘息服務,03-3319379,t33311.c55@msa.hinet.net,蕭敦仁,20231127,20251231,20231227 17:50:37
